;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2021;Inmuebles_totales;Viviendas_turisticas_2021;Turistas_2021;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021
Almoradí;3;Alicante;3015;424.0;79.0;3.40909090909091;3.23529411764706;Comunitat Valenciana;21404.0;10281.0;77;47080;0.7489543818694679;503.0;4.892520182861589;4.124112440424083;0.7684077424375061
Almorox;45;Toledo;45013;23.0;29.0;3.630713649096;3.18181818181818;Castilla-La Mancha;2318.0;2486.0;2;1198;0.080450522928399;52.0;2.091713596138375;0.9251810136765888;1.166532582461786
Almudévar;22;Huesca;22021;34.0;41.0;4.35490019514741;3.68852459016393;Aragón;2412.0;1474.0;0;5360;0.0;75.0;5.088195386702849;2.306648575305292;2.7815468113975577
Almunia de Doña Godina, La;50;Zaragoza;50025;260.0;131.0;4.62533479660521;3.24675324675325;Aragón;7983.0;3424.0;0;11518;0.0;391.0;11.419392523364486;7.593457943925234;3.825934579439252
Almussafes;46;Valencia/Valéncia;46035;320.0;31.0;3.7037037037037;3.38983050847458;Comunitat Valenciana;8984.0;4107.0;7;50684;0.1704407109812515;351.0;8.546384222059897;7.791575359142927;0.754808862916971
Almuñécar;18;Granada;18017;872.0;145.0;5.88235294117647;5.26315789473684;Andalucía;25890.0;26984.0;2021;232358;7.489623480581085;1017.0;3.768900088941595;3.2315446190335013;0.5373554699080937
Almàssera;46;Valencia/Valéncia;46032;285.0;14.0;4.76190476190476;4.54246881335688;Comunitat Valenciana;7433.0;3568.0;8;2481;0.2242152466367713;299.0;8.380044843049328;7.987668161434978;0.3923766816143498
Alosno;21;Huelva;21006;4.0;15.0;4.313293184460584;3.0188679245283;Andalucía;3929.0;2338.0;0;6373;0.0;19.0;0.8126603934987169;0.1710863986313088;0.6415739948674081
Alovera;19;Guadalajara;19024;430.0;231.0;6.56328320802005;4.92537313432836;Castilla-La Mancha;13051.0;4116.0;7;21608;0.1700680272108843;661.0;16.059280855199223;10.44703595724004;5.612244897959184
Alozaina;29;Málaga;29013;4.0;12.0;5.801511378442833;2.57622843898764;Andalucía;2090.0;1443.0;36;2504;2.494802494802495;16.0;1.1088011088011087;0.2772002772002772;0.8316008316008316
Alpedrete;28;Madrid;28010;729.0;227.0;7.97872340425532;6.45645645645646;Madrid, Comunidad de;14959.0;7231.0;31;5322;0.4287097220301479;956.0;13.220854653574886;10.081593140644449;3.1392615129304384
Alpera;2;Albacete;2010;7.0;14.0;3.027839300212005;2.17008253732727;Castilla-La Mancha;2285.0;1694.0;11;2361;0.6493506493506493;21.0;1.2396694214876034;0.4132231404958678;0.8264462809917356
Alpicat;25;Lleida;25023;88.0;59.0;5.1655719759168;4.61328976034858;Cataluña;6274.0;2364.0;5;5147;0.2115059221658206;147.0;6.218274111675127;3.7225042301184432;2.495769881556684
Altafulla;43;Tarragona;43012;210.0;138.0;7.857997265892;6.5316276897061;Cataluña;5512.0;4445.0;260;14056;5.849268841394825;348.0;7.829021372328459;4.724409448818897;3.104611923509561
Altea;3;Alicante;3018;1431.0;272.0;6.04150751209575;5.43992898007497;Comunitat Valenciana;22657.0;16435.0;2348;274434;14.286583510800122;1703.0;10.362032248250683;8.707027684818984;1.6550045634317003
Altura;12;Castellón/Castelló;12012;71.0;46.0;3.08641975308642;3.20494864612512;Comunitat Valenciana;3658.0;2929.0;15;3637;0.5121201775349948;117.0;3.99453738477296;2.424035506998976;1.5705018777739843
Alzira;46;Valencia/Valéncia;46017;1180.0;189.0;3.83940468514937;3.39285714285714;Comunitat Valenciana;44865.0;23574.0;59;75803;0.2502757274963943;1369.0;5.807245270212946;5.005514549927887;0.8017307202850598
Amer;17;Girona;17007;74.0;59.0;4.59653838898321;3.5;Cataluña;2383.0;1369.0;24;3840;1.7531044558071585;133.0;9.715120525931336;5.405405405405405;4.309715120525931
Ames;15;Coruña, A;15002;2970.0;117.0;4.75204918032787;3.62103174603175;Galicia;31993.0;16176.0;196;31366;1.211671612265084;3087.0;19.08382789317508;18.36053412462908;0.723293768545994
Ametlla de Mar, L';43;Tarragona;43013;246.0;89.0;4.73684210526316;4.72165803108808;Cataluña;7131.0;7511.0;1588;119781;21.14232459060045;335.0;4.460125149780322;3.2751963786446545;1.1849287711356675
Ametlla del Vallès, L';8;Barcelona;8005;70.0;252.0;7.81746864385683;6.0980750163703;Cataluña;8787.0;3388.0;14;5324;0.4132231404958678;322.0;9.50413223140496;2.066115702479338;7.43801652892562
Amoeiro;32;Ourense;32002;3.0;32.0;3.0485302148776534;2.75601386911897;Galicia;2333.0;1827.0;18;335;0.9852216748768472;35.0;1.9157088122605364;0.1642036124794745;1.7515051997810618
Ampolla, L';43;Tarragona;43906;197.0;54.0;5.55555555555556;5.24780976220275;Cataluña;3444.0;3599.0;590;39042;16.39344262295082;251.0;6.974159488746874;5.473742706307307;1.5004167824395664
Amposta;43;Tarragona;43014;852.0;105.0;4.09090909090909;3.03030303030303;Cataluña;21317.0;11426.0;285;38056;2.494311220024505;957.0;8.375634517766498;7.456677752494311;0.9189567652721864
Ampuero;39;Cantabria;39002;112.0;15.0;4.01149425287356;4.0810502283105;Cantabria;4368.0;3586.0;73;113;2.0356943669827103;127.0;3.5415504740658115;3.1232571109871725;0.4182933630786392
Andorra;44;Teruel;44025;150.0;32.0;3.30658113952506;2.22546342270771;Aragón;7327.0;4216.0;3;2477;0.0711574952561669;182.0;4.3168880455407965;3.5578747628083494;0.7590132827324478
Andratx;7;Balears, Illes;7005;521.0;400.0;8.13541666666667;6.06226741095162;Balears, Illes;11571.0;9513.0;606;389283;6.370230211289814;921.0;9.681488489435509;5.476716072742563;4.204772416692946
Andújar;23;Jaén;23005;655.0;49.0;3.27102803738318;3.16666666666667;Andalucía;36212.0;19725.0;30;21736;0.1520912547528517;704.0;3.5690747782002537;3.320659062103929;0.2484157160963244
Anglès;17;Girona;17008;238.0;94.0;4.56855558021768;4.36105476673428;Cataluña;5709.0;2520.0;17;2322;0.6746031746031746;332.0;13.174603174603174;9.444444444444445;3.73015873015873
Anna;46;Valencia/Valéncia;46039;29.0;15.0;2.42537313432836;2.36363636363636;Comunitat Valenciana;2627.0;1641.0;27;1627;1.6453382084095065;44.0;2.681291895185862;1.7672151127361364;0.9140767824497258
Antas;4;Almería;4016;28.0;29.0;3.8120426764793;2.70343669761011;Andalucía;3355.0;1712.0;25;29952;1.4602803738317758;57.0;3.3294392523364484;1.6355140186915889;1.6939252336448598
Antas de Ulla;27;Lugo;27003;7.0;6.0;2.8216744173774844;2.2057685839005488;Galicia;1935.0;1567.0;6;1917;0.3828972559029994;13.0;0.8296107211231653;0.4467134652201659;0.3828972559029994
Antequera;29;Málaga;29015;801.0;176.0;4.62962962962963;3.65853658536585;Andalucía;41348.0;17900.0;235;104884;1.312849162011173;977.0;5.4581005586592175;4.4748603351955305;0.9832402234636872
Antigua;35;Palmas, Las;35003;115.0;449.0;8.0;7.69230769230769;Canarias;12783.0;7211.0;1846;384328;25.599778116766053;564.0;7.821383996671751;1.5947857440022188;6.2265982526695325
Aracena;21;Huelva;21007;85.0;168.0;3.6036036036036;3.67861376945251;Andalucía;8215.0;4804.0;48;13353;0.9991673605328892;253.0;5.266444629475437;1.769358867610325;3.497085761865113
Arafo;38;Santa Cruz de Tenerife;38004;53.0;67.0;4.98633879781421;4.43548387096774;Canarias;5604.0;2771.0;77;4306;2.77878022374594;120.0;4.330566582461206;1.912666907253699;2.417899675207506
Arahal;41;Sevilla;41011;29.0;55.0;4.44444444444444;3.45858130081301;Andalucía;19497.0;8104.0;11;23514;0.1357354392892399;84.0;1.0365251727541955;0.357847976307996;0.6786771964461994
Aranda de Duero;9;Burgos;9018;1733.0;38.0;5.60975609756098;4.92837247902503;Castilla y León;33084.0;19713.0;74;63832;0.3753868005884441;1771.0;8.983919241109927;8.791153046213159;0.1927661948967686
Aranga;15;Coruña, A;15003;0.0;23.0;3.66003568353889;2.11540895061728;Galicia;1833.0;1110.0;2;2126;0.1801801801801801;23.0;2.072072072072072;0.0;2.072072072072072
Aranjuez;28;Madrid;28013;3511.0;330.0;6.77083333333333;4.93421052631579;Madrid, Comunidad de;59833.0;25074.0;105;75610;0.4187604690117253;3841.0;15.318656775943207;14.0025524447635;1.316104331179708
Arbeca;25;Lleida;25029;14.0;9.0;3.79310344827586;3.147891427460225;Cataluña;2141.0;1343.0;10;3724;0.7446016381236039;23.0;1.712583767684289;1.0424422933730455;0.6701414743112435
Arbo;36;Pontevedra;36001;8.0;20.0;4.185609799188884;2.3064350089497;Galicia;2599.0;2260.0;19;87494;0.8407079646017699;28.0;1.238938053097345;0.3539823008849557;0.8849557522123894
Arboleas;4;Almería;4017;3.0;20.0;3.995843624895013;3.85015290519878;Andalucía;4685.0;2439.0;40;15792;1.6400164001640016;23.0;0.9430094300943008;0.1230012300123001;0.8200082000820008
Arboç, L';43;Tarragona;43016;297.0;55.0;5.17241379310345;3.36904761904762;Cataluña;5625.0;2201.0;12;11358;0.5452067242162654;352.0;15.99273057701045;13.493866424352568;2.498864152657883
Arbúcies;17;Girona;17009;300.0;147.0;4.90178528779556;3.0952380952381;Cataluña;6507.0;3178.0;68;39610;2.1397105097545626;447.0;14.065449968533668;9.439899307740715;4.625550660792952
Archena;30;Murcia;30009;319.0;66.0;3.4723823800738;2.67857142857143;Murcia, Región de;19500.0;8278.0;34;7330;0.4107272287992268;385.0;4.650881855520657;3.8535878231456873;0.7972940323749698
Archidona;29;Málaga;29017;56.0;29.0;3.37668439082737;2.5974025974026;Andalucía;8114.0;4294.0;33;10691;0.7685142058686539;85.0;1.9795062878435024;1.3041453190498369;0.6753609687936656
Arcos de la Frontera;11;Cádiz;11006;217.0;147.0;3.57142857142857;3.63636363636364;Andalucía;30902.0;15800.0;303;36862;1.9177215189873416;364.0;2.3037974683544302;1.3734177215189871;0.930379746835443
Ardales;29;Málaga;29018;3.0;18.0;5.801511378442833;3.2089890284911;Andalucía;2518.0;1409.0;52;4065;3.69056068133428;21.0;1.4904187366926898;0.2129169623846699;1.27750177430802
Arenas de San Pedro;5;Ávila;5014;219.0;52.0;3.70481927710843;3.10570987654321;Castilla y León;6434.0;6262.0;145;12846;2.315554136058767;271.0;4.327690833599489;3.497285212392207;0.830405621207282
Arenys de Mar;8;Barcelona;8006;1212.0;142.0;7.36842105263158;5.57424333233443;Cataluña;15942.0;8665.0;172;29683;1.984997114829775;1354.0;15.62608193883439;13.98730525100981;1.6387766878245815
Arenys de Munt;8;Barcelona;8007;505.0;134.0;7.30337078651685;5.86035057155083;Cataluña;9191.0;4095.0;62;13881;1.514041514041514;639.0;15.604395604395604;12.332112332112333;3.272283272283272
Ares;15;Coruña, A;15004;225.0;41.0;4.60526315789474;3.10760777714644;Galicia;5997.0;5084.0;107;2614;2.104642014162077;266.0;5.232100708103856;4.4256490952006295;0.8064516129032258
Argamasilla de Alba;13;Ciudad Real;13019;38.0;31.0;3.55029628134812;2.46268656716418;Castilla-La Mancha;6844.0;4007.0;56;4502;1.3975542800099825;69.0;1.7219865235837284;0.948340404292488;0.7736461192912403
Argamasilla de Calatrava;13;Ciudad Real;13020;34.0;27.0;3.3640172466536;3.31858407079646;Castilla-La Mancha;5853.0;3271.0;0;13795;0.0;61.0;1.8648731274839496;1.0394374808926934;0.8254356465912565
Arganda del Rey;28;Madrid;28014;2853.0;319.0;7.08806818181818;5.92105263157895;Madrid, Comunidad de;56386.0;19914.0;29;82423;0.1456261926283017;3172.0;15.928492517826657;14.326604398915336;1.6018881189113188
Argentona;8;Barcelona;8009;455.0;209.0;7.94578313253012;6.76305220883534;Cataluña;12629.0;5500.0;62;20519;1.1272727272727272;664.0;12.072727272727272;8.272727272727273;3.8
Argés;45;Toledo;45016;111.0;101.0;3.87179487179487;4.34782608695652;Castilla-La Mancha;6621.0;2823.0;27;1283;0.9564293304994688;212.0;7.509741409847679;3.931987247608927;3.577754162238753
Arico;38;Santa Cruz de Tenerife;38005;131.0;204.0;7.89473684210526;6.54382415591655;Canarias;8234.0;6024.0;715;84342;11.869189907038512;335.0;5.561088977423639;2.1746347941567064;3.3864541832669324
Arjona;23;Jaén;23006;22.0;3.0;2.84409029924898;2.527683457804128;Andalucía;5450.0;3008.0;2;1692;0.0664893617021276;25.0;0.8311170212765957;0.7313829787234043;0.0997340425531914
Arjonilla;23;Jaén;23007;8.0;1.0;3.146629172627617;2.527683457804128;Andalucía;3545.0;2058.0;4;193;0.1943634596695821;9.0;0.4373177842565597;0.3887269193391642;0.0485908649173955
Armilla;18;Granada;18021;1381.0;332.0;5.55555555555556;4.59928915386379;Andalucía;24388.0;10524.0;47;13172;0.4465982516153554;1713.0;16.277080957810718;13.122386925123529;3.154694032687192
Arnedo;26;Rioja, La;26018;516.0;28.0;4.21336011808418;2.74269748480394;Rioja, La;14954.0;8670.0;5;11047;0.0576701268742791;544.0;6.2745098039215685;5.951557093425605;0.3229527104959631
Arnuero;39;Cantabria;39006;16.0;17.0;4.65193704600484;3.71287128712871;Cantabria;2144.0;2745.0;269;7751;9.799635701275044;33.0;1.2021857923497268;0.5828779599271403;0.6193078324225865
Aroche;21;Huelva;21008;1.0;17.0;4.313293184460584;2.65957446808511;Andalucía;3046.0;1866.0;10;14380;0.5359056806002144;18.0;0.964630225080386;0.0535905680600214;0.9110396570203644
Arona;38;Santa Cruz de Tenerife;38006;4135.0;688.0;7.80487804878049;7.34665661136249;Canarias;82563.0;44111.0;6576;1617202;14.9078461154814;4823.0;10.933780689623903;9.374079027906872;1.559701661717032
Arrecife;35;Palmas, Las;35004;3410.0;783.0;6.19533895990386;4.4468085106383;Canarias;64497.0;24304.0;773;156449;3.1805464121132325;4193.0;17.252304147465438;14.03061224489796;3.2216919025674784
Arriate;29;Málaga;29020;19.0;35.0;2.94631325584126;3.06748466257669;Andalucía;4112.0;2150.0;50;2906;2.3255813953488373;54.0;2.511627906976744;0.8837209302325582;1.627906976744186
Arroyo de San Serván;6;Badajoz;6012;10.0;10.0;2.63775971093044;1.8216687323225;Extremadura;4081.0;1747.0;0;525;0.0;20.0;1.1448196908986834;0.5724098454493417;0.5724098454493417
Arroyo de la Encomienda;47;Valladolid;47010;1127.0;179.0;6.33494997559785;5.23963557018719;Castilla y León;20716.0;9097.0;19;36012;0.2088600637572826;1306.0;14.356381224579533;12.388699571287235;1.967681653292294
Arroyo de la Luz;10;Cáceres;10021;17.0;12.0;2.62212643678161;2.63888888888889;Extremadura;5663.0;3744.0;2;1269;0.0534188034188034;29.0;0.7745726495726496;0.454059829059829;0.3205128205128205
Arroyo del Ojanco;23;Jaén;23905;3.0;5.0;3.146629172627617;2.527683457804128;Andalucía;2243.0;1204.0;0;792;0.0;8.0;0.6644518272425249;0.2491694352159468;0.4152823920265781
Arroyomolinos;10;Cáceres;10023;0.0;2.0;2.940886175242486;2.4188792491930404;Extremadura;17265.5;9449.0;24;41005;0.2539951317599746;2.0;0.0211662609799978;0.0;0.0211662609799978
Arroyomolinos;28;Madrid;28015;921.0;227.0;8.33333333333333;7.05601123595506;Madrid, Comunidad de;17265.5;9449.0;24;41005;0.2539951317599746;1148.0;12.149433802518786;9.747063181289024;2.40237062122976
Arteixo;15;Coruña, A;15005;2272.0;214.0;4.41018342820999;3.45421638998487;Galicia;32894.0;18866.0;60;35317;0.3180324393088095;2486.0;13.177144068695007;12.042828368493586;1.1343157002014206
Artesa de Segre;25;Lleida;25034;128.0;43.0;3.16014394961763;2.90697674418605;Cataluña;3441.0;2470.0;18;9517;0.728744939271255;171.0;6.923076923076923;5.182186234817814;1.7408906882591093
Artà;7;Balears, Illes;7006;132.0;254.0;5.10576493371071;3.61423992673993;Balears, Illes;7984.0;4392.0;1029;213375;23.42896174863388;386.0;8.788706739526411;3.0054644808743167;5.783242258652095
Artés;8;Barcelona;8010;184.0;85.0;4.8458482610709;3.97727272727273;Cataluña;5782.0;2479.0;3;1452;0.1210165389269866;269.0;10.851149657119809;7.422347720855184;3.4288019362646227
Arucas;35;Palmas, Las;35006;1079.0;268.0;5.55555555555556;3.98089501573108;Canarias;38535.0;16652.0;218;22464;1.3091520538073504;1347.0;8.089118424213307;6.479702137881335;1.609416286331972
Arzúa;15;Coruña, A;15006;130.0;41.0;3.22617946345976;2.28758169934641;Galicia;5964.0;3723.0;137;7633;3.6798280956218106;171.0;4.59307010475423;3.4918076819769004;1.1012624227773302
Arévalo;5;Ávila;5016;263.0;37.0;3.57142857142857;4.35977066411849;Castilla y León;7881.0;4925.0;34;5357;0.6903553299492385;300.0;6.091370558375634;5.340101522842639;0.751269035532995
Aspe;3;Alicante;3019;234.0;97.0;3.54767723732316;3.42857142857143;Comunitat Valenciana;21088.0;10284.0;28;30031;0.2722676001555815;331.0;3.218591987553481;2.2753792298716453;0.943212757681836
Astillero, El;39;Cantabria;39008;810.0;77.0;5.88235294117647;4.76190476190476;Cantabria;18116.0;8555.0;43;7333;0.5026300409117476;887.0;10.368205727644652;9.468147282291058;0.9000584453535944
Astorga;24;León;24008;443.0;47.0;3.32305624197551;3.27868852459016;Castilla y León;10553.0;8372.0;64;4459;0.7644529383659818;490.0;5.852842809364549;5.291447682752031;0.5613951266125179
Atarfe;18;Granada;18022;575.0;129.0;4.41176470588235;3.57142857142857;Andalucía;19198.0;8707.0;12;12287;0.1378201447111519;704.0;8.085448489720914;6.603881934076031;1.4815665556448834
Ateca;50;Zaragoza;50038;23.0;11.0;3.67647058823529;2.92775856018449;Aragón;1729.0;1328.0;4;3569;0.3012048192771084;34.0;2.560240963855421;1.7319277108433735;0.8283132530120482
Autol;26;Rioja, La;26021;156.0;24.0;3.50247261886483;3.12011196619116;Rioja, La;4702.0;2141.0;0;2243;0.0;180.0;8.407286314806166;7.286314806165343;1.120971508640822
Avilés;33;Asturias;33004;3616.0;135.0;5.43478260869565;3.94594594594595;Asturias, Principado de;76874.0;43976.0;157;50897;0.3570129161360742;3751.0;8.529652537747863;8.222666909223213;0.3069856285246498
Avinyó;8;Barcelona;8012;42.0;49.0;4.45555911680912;2.80202702702703;Cataluña;2286.0;1161.0;8;8444;0.6890611541774333;91.0;7.838070628768303;3.617571059431525;4.220499569336779
Avià;8;Barcelona;8011;80.0;45.0;4.23681211331814;1.72520357039703;Cataluña;2199.0;1201.0;12;2806;0.9991673605328892;125.0;10.407993338884262;6.661115736885928;3.746877601998335
Avión;32;Ourense;32004;0.0;3.0;3.0485302148776534;2.918654998896532;Galicia;1738.0;2153.0;0;1666;0.0;3.0;0.1393404551788202;0.0;0.1393404551788202
Ayamonte;21;Huelva;21010;363.0;113.0;4.33070866141732;3.82513661202186;Andalucía;21510.0;15750.0;1381;321901;8.768253968253969;476.0;3.022222222222222;2.304761904761905;0.7174603174603175
Ayora;46;Valencia/Valéncia;46044;83.0;17.0;2.73203592814371;2.3121387283237;Comunitat Valenciana;5215.0;3349.0;12;11148;0.3583159151985667;100.0;2.985965959988056;2.478351746790086;0.5076142131979695
Aznalcázar;41;Sevilla;41012;10.0;95.0;4.73737707087944;3.59848484848485;Andalucía;4614.0;1605.0;28;5987;1.7445482866043611;105.0;6.542056074766355;0.6230529595015576;5.919003115264798
Aznalcóllar;41;Sevilla;41013;5.0;27.0;4.939061551348131;3.22666195190948;Andalucía;6060.0;2721.0;3;2217;0.1102535832414553;32.0;1.1760382212421905;0.1837559720690922;0.9922822491730982
Azuaga;6;Badajoz;6014;75.0;58.0;2.64150943396226;2.43301066817796;Extremadura;7702.0;4808.0;5;5615;0.1039933444259567;133.0;2.766222961730449;1.559900166389351;1.2063227953410982
Azuqueca de Henares;19;Guadalajara;19046;2694.0;167.0;6.66666666666667;5.0;Castilla-La Mancha;35236.0;11030.0;18;71718;0.1631912964641886;2861.0;25.93834995466909;24.42429737080689;1.514052583862194
Aínsa-Sobrarbe;22;Huesca;22907;153.0;33.0;5.01925192519252;2.54237288135593;Aragón;2312.0;1295.0;214;33346;16.525096525096526;186.0;14.362934362934364;11.814671814671817;2.548262548262548
Añover de Tajo;45;Toledo;45014;31.0;60.0;3.24324324324324;3.29308849045691;Castilla-La Mancha;5202.0;2466.0;0;1810;0.0;91.0;3.690186536901866;1.2570965125709652;2.4330900243309004
Badajoz;6;Badajoz;6015;7196.0;531.0;5.1220326083131;3.60655737704918;Extremadura;150610.0;76173.0;94;584498;0.1234033056332296;7727.0;10.144014283276226;9.446916886560857;0.6970973967153716
Badalona;8;Barcelona;8015;10402.0;766.0;9.16666666666667;5.17082228116711;Cataluña;223006.0;95006.0;415;197134;0.4368145169778751;11168.0;11.75504704966002;10.948782182177968;0.8062648674820537
Badia del Vallès;8;Barcelona;8904;41.0;2.0;6.35384615384615;5.085944568744321;Cataluña;13228.0;5679.0;14;30;0.246522275048424;43.0;0.7571755590773024;0.7219580912132417;0.0352174678640605
Baena;14;Córdoba;14007;117.0;23.0;3.19148936170213;1.86320754716981;Andalucía;18885.0;10140.0;22;15667;0.2169625246548323;140.0;1.3806706114398422;1.1538461538461535;0.2268244575936883
Baeza;23;Jaén;23009;222.0;50.0;3.38868697803897;2.81612274896273;Andalucía;15762.0;9028.0;60;12270;0.664599025254763;272.0;3.012848914488259;2.459016393442623;0.5538325210456359
Bagà;8;Barcelona;8016;107.0;24.0;4.29411764705882;2.47800522648084;Cataluña;2145.0;1849.0;40;14564;2.1633315305570577;131.0;7.084910762574364;5.78691184424013;1.2979989183342346
Bailén;23;Jaén;23010;136.0;18.0;3.17994606973995;2.30615533354818;Andalucía;17498.0;8345.0;5;18587;0.0599161174355901;154.0;1.845416417016177;1.6297183942480526;0.2156980227681246
Baiona;36;Pontevedra;36003;562.0;115.0;6.43398268398268;5.17241379310345;Galicia;12286.0;8949.0;310;35246;3.46407419823444;677.0;7.565091071628115;6.280031288412113;1.2850597832160018
Balaguer;25;Lleida;25040;956.0;56.0;3.9546323743136;4.10326390830305;Cataluña;17409.0;8425.0;44;8612;0.5222551928783383;1012.0;12.01186943620178;11.347181008902076;0.6646884272997032
Balazote;2;Albacete;2012;18.0;11.0;2.9711318597561;2.5;Castilla-La Mancha;2363.0;1247.0;1;949;0.0801924619085805;29.0;2.3255813953488373;1.4434643143544508;0.8821170809943866
Balenyà;8;Barcelona;8017;187.0;83.0;5.78947368421053;3.60824742268041;Cataluña;3900.0;1710.0;8;2897;0.4678362573099415;270.0;15.789473684210526;10.935672514619885;4.853801169590644
