;Total_vu;Alquiler_mes_vc_m2;Alquiler_mes_vu_m2;Comunidad_autonoma;Turistas;Porcentaje_vc_alquiler;Porcentaje_vu_alquiler
Begonte;21.0;2.8216744173774844;2.3297079248366;12.0;5909;0.1411764705882353;0.9882352941176472
Begues;180.0;9.28365671641791;7.24162028838856;8.0;11959;7.1973827699018535;6.543075245365322
Begur;80.0;6.45537825059102;4.90381019352528;8.0;205137;0.9699321047526672;1.5518913676042676
Belalcázar;8.0;3.3556591234157507;2.7032598275321136;0.0;2255;0.3263403263403263;0.372960372960373
Bell-lloc d'Urgell;33.0;4.19372294372294;3.31818181818182;8.0;3676;6.687565308254963;3.4482758620689653
Bellpuig;26.0;4.21686746987952;2.93967914438503;8.0;2387;9.000793021411578;1.0309278350515465
Bellreguard;28.0;3.62103174603175;2.7046783625731;10.0;2157;2.187206020696143;0.658513640639699
Bellvei;36.0;5.95698924731183;3.66260162601626;8.0;6760;3.1578947368421053;2.706766917293233
Bellver de Cerdanya;68.0;4.88372093023256;5.25573871600785;8.0;16524;3.9868475133579935;2.7949034114262226
Bellvís;33.0;4.21686746987952;1.26050420168067;8.0;9273;2.200956937799043;3.1578947368421053
Belmez;23.0;3.00487009535212;1.88679245283019;0.0;2943;0.5005005005005005;1.1511511511511512
Belmonte;4.0;2.72285966460724;2.580710336211729;7.0;588;0.6199628022318661;0.2479851208927464
Belorado;6.0;3.36538461538462;3.5374851738343263;6.0;8837;1.7587939698492463;0.3015075376884422
Bembibre;49.0;2.81111111111111;2.5;6.0;2919;4.267589388696655;0.8073817762399077
Benacazón;89.0;4.939061551348131;4.04040404040404;0.0;1212;0.2102312543798178;3.1184302733006306
Benaguasil;86.0;3.9043818747011;3.07044364508393;10.0;6648;5.928979074191503;1.3633481293595435
Benahavís;20.0;8.26086956521739;7.89217161211077;0.0;203705;3.68937048503612;0.5159958720330238
Benalmádena;408.0;8.24175824175824;7.67977545000301;0.0;621242;7.72260710396441;0.9453416436896128
Benalup-Casas Viejas;35.0;4.12544967470341;3.01724137931034;0.0;4968;0.952914798206278;0.9809417040358744
Benamaurel;2.0;4.206384226479411;3.2762375705642435;0.0;2496;0.2398081534772182;0.1598721023181454
Benamejí;4.0;3.3556591234157507;2.7032598275321136;0.0;2714;0.3272727272727272;0.1454545454545454
Benamocarra;12.0;5.801511378442833;3.21089455272364;0.0;35;0.225563909774436;0.9022556390977444
Benasque;6.0;6.44009216589862;3.2880846646294284;1.0;23483;5.078240330676114;0.1771479185119575
Benavente;31.0;3.64583333333333;2.79393753827312;6.0;22512;5.994435545063654;0.2613607621617064
Benavides;14.0;3.1305501684189;3.49665178571429;6.0;365;0.7023705004389815;0.6145741878841089
Benejúzar;25.0;3.31311925230463;3.92156862745098;10.0;6983;1.1402508551881414;0.9502090459901178
Benetússer;30.0;4.85074626865672;4.44643193372246;10.0;2808;8.780937335439704;0.3949447077409163
Benicarló;204.0;4.4921595127718;3.60196496561041;10.0;94161;10.332144449398127;1.1368702630405707
Benicasim/Benicàssim;307.0;6.07119095143047;5.32710280373832;10.0;67877;4.546318289786223;1.4584323040380047
Benidorm;151.0;7.01754385964912;6.46744791666667;10.0;718958;8.85225368561805;0.2555813205599093
Beniel;34.0;3.2967032967033;2.69987272937637;15.0;1447;3.116938950988822;0.7308684436801376
Benifairó de les Valls;10.0;3.60824742268041;2.30217086834734;10.0;150;6.407563025210084;1.050420168067227
Benifaió;54.0;3.79004329004329;3.58571428571429;10.0;17852;5.368269691644032;0.8627576290142195
Benijófar;19.0;4.32835820895522;4.89130434782609;10.0;24465;0.7655502392344498;0.9090909090909092
Benimodo;17.0;3.18723815662262;2.7027027027027;10.0;2273;1.2578616352201255;1.3364779874213837
Benissa;116.0;3.68421052631579;3.91577774578494;10.0;253449;2.280306444344299;1.0455159981973865
Benitachell/Poble Nou de Benitatxell, el;79.0;4.60526315789474;5.24877768190969;10.0;88832;1.86164100206849;1.815674557572972
Berga;106.0;4.23578758784155;3.71945661667221;8.0;18260;12.9172857850421;1.0500247647350174
Bergondo;136.0;4.09825870646766;3.31666666666667;12.0;11670;0.6519558676028084;3.4102306920762286
Berja;42.0;3.66356204770839;2.41935483870968;0.0;15616;1.1976047904191616;0.5239520958083832
Besalú;105.0;5.33928571428571;5.34090909090909;8.0;4941;5.28391167192429;8.280757097791797
Bescanó;86.0;6.29425287356322;5.0505031738007;8.0;6462;5.994550408719346;3.905540417801998
Betanzos;65.0;4.41176470588235;2.5;12.0;10444;9.05899671611369;0.7360434831842373
Betxí;16.0;3.13897488820089;2.76617406952247;10.0;3797;2.72215269086358;0.5006257822277848
Biar;16.0;3.36439989186608;3.01209372637944;10.0;3058;2.9443447037701973;0.5745062836624776
Bienvenida;3.0;2.962972945965435;2.3957267070095725;11.0;99;0.0906618313689936;0.271985494106981
Bigastro;28.0;2.85912117773531;3.01940152925085;10.0;1370;1.9722650231124808;0.8628659476117103
Binissalem;250.0;6.18652295130937;4.58039906103286;3.0;14412;4.239766081871345;6.091617933723197
Binéfar;103.0;4.38144329896907;3.54838709677419;1.0;8185;12.062093559890917;2.1606880637717643
Bisbal d'Empordà, La;184.0;4.93827160493827;3.94176136363636;8.0;6905;10.444485092372416;3.365648436070971
Bisbal del Penedès, La;106.0;4.67611336032389;5.82928802588997;8.0;15597;1.1896431070678797;3.70888733379986
Blanca;41.0;2.66666666666667;2.19298245614035;15.0;4287;2.4006622516556293;1.1313465783664458
Blanes;203.0;7.01433747966868;4.6812876747467;8.0;176780;11.830311041348258;0.8385311247883018
Boadilla del Monte;498.0;11.1478584995252;9.1743119266055;13.0;106495;10.695118008406078;3.2201745877788555
Boalo, El;194.0;7.06521739130435;6.43511535048802;13.0;6591;6.413644006725919;4.660100888782129
Boborás;4.0;3.0485302148776534;2.918654998896532;12.0;1228;0.0;0.2068252326783867
Bocairent;12.0;3.18627450980392;2.45976536201798;10.0;17482;1.7013232514177694;0.4536862003780718
Boecillo;79.0;5.30851063829787;3.96825396825397;6.0;1853;3.013833992094862;3.903162055335968
Boimorto;7.0;3.66003568353889;2.581355082055861;12.0;1068;0.3184713375796178;0.5573248407643312
Boiro;53.0;3.69441699604743;2.20125786163522;12.0;20236;5.3988643768035;0.4933445033975612
Bolaños de Calatrava;76.0;3.00274881516588;2.37212238665727;7.0;2624;0.8883248730964467;1.3778100072516315
Bollullos Par del Condado;55.0;3.59795722272137;3.1578947368421;0.0;7388;1.305601943221497;0.8349779869439806
Bollullos de la Mitación;243.0;4.94295997502838;4.49101796407186;0.0;7927;0.3577817531305903;6.210069000766676
Bonares;37.0;3.68460504549214;3.6144578313253;0.0;12267;0.602928509905254;1.5934539190353143
Bonillo, El;8.0;3.027839300212005;2.441288893370269;7.0;2711;0.1615508885298869;0.4308023694130318
Boqueixón;25.0;4.08967824147818;3.01652892561983;12.0;2213;2.142051860202931;1.4092446448703495
Borges Blanques, Les;71.0;4.06726731601732;2.7972027972028;8.0;9840;6.023454157782516;1.892324093816631
Borges del Camp, Les;25.0;4.59770114942529;3.53070796460177;8.0;216;5.483271375464684;2.323420074349442
Borja;18.0;3.95099765258216;2.75875190258752;1.0;6344;4.565571861169346;0.4192872117400419
Bormujos;360.0;6.75675675675676;5.32786885245902;0.0;12695;4.866760168302945;5.049088359046284
Bornos;27.0;3.24894514767933;2.4468085106383;0.0;1064;0.6067291781577496;0.7446221731936018
Borox;40.0;4.94505494505495;3.46139667158205;7.0;4227;4.455017301038063;1.7301038062283738
Borriana/Burriana;174.0;3.75;3.39971550497866;10.0;43189;5.126588417887283;0.8439227859152197
Borriol;109.0;4.04761904761905;3.30882352941176;10.0;20882;6.024447031431897;3.172293364377183
Bosque, El;44.0;4.53980099502488;3.45398917210255;0.0;1865;1.5175718849840256;3.514376996805112
Boñar;3.0;3.46534653465347;2.8519279104682576;6.0;5360;1.1883802816901408;0.1320422535211267
Brenes;92.0;4.47761194029851;3.32586531592961;0.0;1830;1.4320252929142645;1.7109912590663938
Breña Alta;104.0;5.34094234708809;4.05999405999406;4.0;25268;4.457423916384876;3.197048877958807
Breña Baja;96.0;6.56626506024096;4.40832851359167;4.0;12569;8.247787610619469;3.398230088495575
Brihuega;15.0;3.75;2.62096110632402;7.0;9551;2.2846557579499844;0.4631058968817536
Briviesca;20.0;3.77358490566038;3.17460317460317;6.0;99587;2.792676160532643;0.369890882189754
Brión;64.0;5.0;3.03104870780958;12.0;4660;6.652066794415549;1.7519846701341364
Brozas;2.0;2.940886175242486;2.4188792491930404;11.0;1352;0.379746835443038;0.1265822784810126
Bruc, El;72.0;9.0910744459074;5.45894017562282;8.0;9602;5.027932960893855;6.70391061452514
Brunete;95.0;7.94082283443986;5.74712643678161;13.0;27020;17.27787349249323;2.338173763229141
Buenavista del Norte;30.0;4.82758620689655;3.20381231671554;4.0;25688;1.4167073766487543;1.4655593551538837
Bueu;41.0;4.28571428571429;3.6734693877551;12.0;14978;3.1801138730731844;0.5693653659213999
Bullas;67.0;3.20952380952381;2.4822695035461;15.0;3002;1.3242009132420092;1.0197869101978692
Bunyola;154.0;6.19255946594076;6.33054143923709;3.0;42985;4.224464060529634;4.854981084489281
Burela;34.0;3.21816448658238;1.90981432360743;12.0;10508;8.260577568838146;0.5708529214237743
Burgo de Ebro, El;40.0;5.23255813953488;3.82621951219512;1.0;2439;6.609808102345416;2.8429282160625444
Burgo de Osma-Ciudad de Osma;19.0;4.3874296435272;2.72727272727273;6.0;10695;3.964365256124722;0.4231625835189309
Burgos;285.0;6.25342653508772;4.85148514851485;6.0;325648;10.158585451692922;0.3021180062331715
Burguillos;120.0;3.66785314457283;3.26153027885419;0.0;583;1.285255265976437;4.284184219921457
Burguillos de Toledo;58.0;5.32535788257262;3.58751608751609;7.0;1278;2.611940298507463;3.606965174129354
Burguillos del Cerro;21.0;2.06246456246456;2.17213114754098;11.0;1672;1.1434016198189614;1.0004764173415912
Burjassot;64.0;5.0;4.59242855636402;10.0;21625;11.103459236107431;0.3390369232399216
Busot;43.0;4.179426249065063;5.0;10.0;8571;0.1601708489054992;2.2957821676454886
Bustarviejo;109.0;5.3030303030303;4.7;13.0;7103;4.384844614729672;4.640272456364411
Buñol;37.0;3.2834337568619;2.91719948849105;10.0;12157;4.214487300094073;0.6961429915333961
Bárcena de Cicero;30.0;4.86759581881533;3.90478424015009;5.0;7374;4.906470407850352;0.9199632014719412
Béjar;18.0;3.7503300330033;3.0296963630297;6.0;6946;4.129318158928392;0.1812871386846611
Bétera;386.0;5.01412429378531;6.01182567100718;10.0;51561;7.469611209056324;3.581701772292846
Cabana de Bergantiños;16.0;4.23076923076923;2.99076296957039;12.0;1869;0.6821829855537721;0.6420545746388443
Cabanas;39.0;4.91803278688525;3.44713604382113;12.0;3258;2.8583264291632147;1.615575807787904
Cabanes;68.0;3.33010273308781;2.16445871805165;10.0;181490;3.088042049934297;2.2339027595269383
Cabanes;21.0;5.879446029324413;3.96039603960396;8.0;181490;0.2956636005256242;0.6898817345597897
Cabanillas del Campo;141.0;6.08108108108108;4.49438202247191;7.0;34515;5.060532687651332;3.414043583535109
Cabeza del Buey;24.0;2.23478760045924;2.11925287356322;11.0;5308;0.583941605839416;0.7007299270072993
Cabezas de San Juan, Las;66.0;3.60824742268041;2.81855616160683;0.0;5916;0.207549617330393;0.8561421714878713
Cabezuela del Valle;5.0;3.09401709401709;2.4188792491930404;11.0;292;1.1787819253438114;0.3274394237066143
Cabezón de Pisuerga;58.0;5.30769230769231;3.55042016806723;6.0;10899;5.927051671732523;2.938196555217832
Cabezón de la Sal;46.0;4.5;3.95492849846782;5.0;5720;6.500224921277553;1.03463787674314
Cabra;85.0;3.48101265822785;2.88461538461538;0.0;11775;4.136553822746292;0.8082921262837581
Cabra del Santo Cristo;5.0;3.146629172627617;2.527683457804128;0.0;2772;0.0;0.3808073115003808
Cabrales;16.0;4.11764705882353;3.12708373023433;2.0;46735;2.217997465145754;1.0139416983523448
Cabrera de Mar;85.0;10.0524590163934;8.37222222222222;8.0;13423;8.36283185840708;3.761061946902655
Cabrera, La;87.0;5.91216216216216;4.06976744186047;13.0;11403;4.135119394292371;5.06697728596389
Cabrerizos;57.0;4.11225348725349;3.85170603674541;6.0;272;3.2142857142857144;3.392857142857143
Cabrils;219.0;8.50643518518518;7.73809523809524;8.0;13171;4.952753339850114;7.135874877810362
Cacabelos;27.0;3.43137254901961;2.7027027027027;6.0;2202;2.4315173899661437;0.8310249307479224
Cadalso de los Vidrios;69.0;3.58333333333333;3.375;13.0;257;1.7168885774351788;2.417659425367905
Cadaqués;84.0;7.90556638509855;4.75053940294284;8.0;191870;3.875291375291375;2.4475524475524475
Calaf;31.0;3.87590456806875;2.85714285714286;8.0;1126;9.495252373813091;1.5492253873063468
Calafell;430.0;7.24137931034483;6.04722762726804;8.0;77776;7.658643326039387;1.594778029151059
Calahorra;33.0;4.796875;3.63247863247863;16.0;24015;7.606387162746794;0.2595768111382049
Calamocha;26.0;3.49663702690379;2.35760678767765;1.0;11465;5.107307796794349;0.7063298016843249
Calamonte;23.0;2.59548963835839;1.94690265486726;11.0;164;0.598380851812742;0.8095740936290039
Calanda;37.0;3.25381140598532;2.12765957446809;1.0;2727;3.4252297410192147;1.545530492898914
Calasparra;26.0;2.94117647058824;2.99119241192412;15.0;9379;1.7207027712370948;0.470929179496468
Calatayud;38.0;4.07137365897179;3.44037203958996;1.0;30963;9.291857567719635;0.3054416847520296
Calatorao;77.0;3.41564688598996;2.71317829457364;1.0;13410;2.788339670468948;4.879594423320659
Calañas;13.0;4.313293184460584;3.48837209302326;0.0;1892;0.2139800285306704;0.463623395149786
Caldas de Reis;23.0;3.53260869565217;2.4608953613808;12.0;19733;7.19871205151794;0.5289788408463661
Caldes d'Estrac;51.0;8.47457627118644;6.61375661375661;8.0;2370;12.84544524053224;2.610030706243603
Caldes de Malavella;242.0;6.80541621029573;5.55555555555556;8.0;50627;2.6538678712591754;6.832298136645963
Caldes de Montbui;292.0;7.37704918032787;5.94644180874722;8.0;14460;9.823874755381604;3.809523809523809
Calella;97.0;7.14285714285714;5.24534908026756;8.0;125379;13.643569896484191;0.9045975939569152
Calera y Chozas;61.0;3.01369863013699;2.71317829457364;7.0;5703;0.9110787172011662;2.223032069970845
Calldetenes;38.0;5.77930677107324;4.58333333333333;8.0;3948;10.657370517928287;3.784860557768925
Callosa de Segura;60.0;2.92134831460674;2.92694415895855;10.0;13738;3.1087533156498672;0.636604774535809
Calp;196.0;5.91788650619564;5.50229357798165;10.0;415476;4.743114197774446;0.7734196196038198
Calvià;524.0;10.6291247346657;8.14853856024064;3.0;1964248;8.07622504537205;1.485934664246824
Calzada de Calatrava;11.0;2.94317065860626;1.36986301369863;7.0;2168;0.6535947712418301;0.3594771241830065
Camarena;50.0;4.30424528301887;3.17309109564306;7.0;1814;6.117566643882434;1.7088174982911826
Camargo;187.0;5.97014925373134;4.88888888888889;5.0;70922;7.6160667709963485;1.3935464639689992
Camariñas;23.0;2.04545454545455;1.54220779220779;12.0;8583;0.9109086869584536;0.5109975560986447
Camarles;24.0;4.34782608695652;3.05833333333333;8.0;7022;3.3294392523364484;1.4018691588785046
Camarma de Esteruelas;143.0;7.44008001928222;5.0;13.0;5424;8.976063829787234;4.753989361702128
Camas;142.0;6.33802816901408;4.9339245348635;0.0;15593;8.238521746147018;1.1458081174856771
Cambados;43.0;4.04040404040404;3.25;12.0;11778;3.658883826879271;0.6121867881548975
Cambil;5.0;3.146629172627617;2.527683457804128;0.0;3160;0.2268859897901304;0.283607487237663
Cambre;199.0;5.23255813953488;3.57142857142857;12.0;13034;9.152259629966636;1.5089475280558082
Cambrils;341.0;6.89687752495634;6.28272251308901;8.0;273974;6.303402084441801;1.067259240712341
Campana, La;12.0;4.939061551348131;2.09831254585473;0.0;1523;0.3663003663003663;0.4884004884004884
Campanario;22.0;1.69196822594881;1.3160861345883;11.0;2830;0.6892590465249856;0.6318207926479035
Campanet;83.0;4.85294117647059;4.65116279069767;3.0;27181;1.4388489208633093;5.428384565075213
Campdevànol;53.0;4.7080136402387;3.65492601246106;8.0;2436;6.789092932665554;2.949360044518642
Campello, el;258.0;7.08428648255037;6.25;10.0;187974;5.228985507246377;0.9971014492753624
Campillo de Arenas;6.0;3.146629172627617;2.527683457804128;0.0;5465;0.0967117988394584;0.5802707930367504
Campillo, El;11.0;4.313293184460584;3.15605331024906;0.0;356;0.5397070161912105;0.8481110254433307
Campillo, El;0.0;4.556225863716588;3.645270826463254;6.0;356;0.0;0.0
Campillos;29.0;3.23477280051563;2.78802600120687;0.0;25871;1.0123456790123455;0.7160493827160493
Campo Lameiro;3.0;4.185609799188884;3.105243304049866;12.0;2109;0.1075268817204301;0.3225806451612903
Campo Real;90.0;6.60377358490566;4.59340659340659;13.0;5405;13.14647981314648;3.003003003003003
Campo de Criptana;85.0;3.7037037037037;2.31047681546786;7.0;10483;2.149493828872556;1.1787546803494662
Camponaraya;42.0;3.53535353535354;2.90090743655322;6.0;1253;1.7824497257769654;1.919561243144424
Campoo de Enmedio;15.0;4.5708441851147;3.65146058423369;5.0;8709;1.8140589569161;0.6802721088435374
Campos;408.0;5.87137184622953;4.72972972972973;3.0;199347;5.9189109203906485;6.037289138798461
Camprodon;39.0;5.16304347826087;3.66788312462731;8.0;22797;3.3543673198273;1.2952507472600463
Canals;26.0;3.07740961011989;2.81987577639752;10.0;3509;3.495594395493283;0.3755597284414271
Candamo;18.0;4.55918241867835;3.52566752799311;2.0;910;0.0;1.7110266159695815
Candelaria;214.0;8.06811575168549;5.06571294535117;4.0;53187;12.33217304823471;1.520210272075016
Candeleda;44.0;3.38823897871034;3.12157575757576;6.0;9100;1.9473081328751431;0.8400152730049637
Canet d'En Berenguer;38.0;6.52173913043478;4.8780487804878;10.0;9828;4.374453193350831;0.4155730533683289
Canet de Mar;190.0;7.46982117200328;5.90365368759449;8.0;18853;12.449537700221384;2.474280505274124
Cangas;167.0;5.0;3.55555555555556;12.0;40439;6.567725471761467;1.1214827748304346
Cangas de Onís;60.0;4.76190476190476;3.61095558044046;2.0;29597;8.256410256410257;1.5384615384615383
Cangas del Narcea;38.0;4.38810440735986;3.2536231884058;2.0;9354;4.651799151730743;0.5199069640169653
Caniles;6.0;2.27573651108904;3.2762375705642435;0.0;2871;0.4975124378109453;0.2487562189054726
Canonja, La;32.0;4.74841772151899;3.65541000867088;8.0;14245;7.18562874251497;1.3686911890504705
Canovelles;83.0;6.9546875;4.97495567375887;8.0;6756;9.086839749328558;1.2384362876753208
Cantalejo;52.0;3.56431545694872;3.02515394446381;6.0;2668;5.017640141121129;2.038416307330458
Cantillana;56.0;3.25823804458627;3.11463844797178;0.0;5441;1.195516811955168;1.3947696139476962
Cantoria;26.0;3.995843624895013;3.45319640292466;0.0;11837;0.0795861520095503;1.0346199761241544
Canyelles;124.0;7.69230769230769;6.55282279946258;8.0;9649;0.5434782608695652;5.183946488294314
Capdepera;221.0;6.89499055436128;4.94028283302676;3.0;631327;5.8416389811738645;3.059246954595792
Caravaca de la Cruz;50.0;3.21428571428571;2.68505619021083;15.0;23857;3.226725550252867;0.3561507229859676
Carbajosa de la Sagrada;24.0;4.36781609195402;4.12067919951486;6.0;13450;10.63687895965322;0.8002667555851951
Carballedo;7.0;2.8216744173774844;2.2057685839005488;12.0;733;0.1244555071561916;0.4355942750466708
Carballiño, O;25.0;3.125;2.80898876404494;12.0;11522;4.604962006774696;0.2288748512313467
Carballo;104.0;3.07692307692308;2.90579710144928;12.0;24600;6.312824478073567;0.5743952281011819
Carboneras;64.0;4.41176470588235;3.94080557124035;0.0;32646;2.088490099009901;0.99009900990099
Carbonero el Mayor;21.0;3.08673469387755;2.55813953488372;6.0;1452;2.741514360313316;1.370757180156658
Carcabuey;9.0;2.46246246246246;2.7032598275321136;0.0;2185;0.6738544474393531;0.6064690026954178
Carcaixent;91.0;3.5702951443986;2.91954621910195;10.0;9828;3.616470391714691;0.760043431053203
Cardedeu;306.0;7.81714569408118;5.99887864271457;8.0;44337;13.647246608140463;4.07023144453312
Cardona;53.0;3.59607656120761;1.86769230769231;8.0;8381;4.758308157099698;2.001510574018127
