;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2020;Poblacion_2021;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Turistas_2020;Turistas_2021;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021
Camarma de Esteruelas;28;Madrid;28032;270.0;156.0;7.37704918032787;4.78723404255319;270.0;143.0;7.44008001928222;5.0;Madrid, Comunidad de;7437.0;7555.0;3008.0;11;39;4604;5424;0.36569148936170215;426.0;14.162234042553191;8.976063829787234;5.1861702127659575;1.2965425531914894;413.0;13.730053191489361;8.976063829787234;4.753989361702128
Camas;41;Sevilla;41021;958.0;134.0;6.09756097560976;4.78395061728395;1021.0;142.0;6.33802816901408;4.9339245348635;Andalucía;27560.0;27490.0;12393.0;28;37;12117;15593;0.2259339949971758;1092.0;8.811425804889858;7.730170257403373;1.0812555474864842;0.2985556362462681;1163.0;9.384329863632695;8.238521746147018;1.1458081174856773
Cambados;36;Pontevedra;36006;253.0;34.0;3.88644094001237;3.25;257.0;43.0;4.04040404040404;3.25;Galicia;13721.0;13673.0;7024.0;96;210;8241;11778;1.366742596810934;287.0;4.085990888382688;3.6019362186788153;0.48405466970387245;2.989749430523918;300.0;4.271070615034168;3.658883826879271;0.6121867881548975
Cambil;23;Jaén;23018;5.0;4.0;2.9986543985215848;2.4959153256882165;4.0;5.0;3.146629172627617;2.5276834578041276;Andalucía;2683.0;2662.0;1763.0;4;10;4324;3160;0.22688598979013047;9.0;0.5104934770277936;0.28360748723766305;0.22688598979013047;0.5672149744753261;9.0;0.5104934770277936;0.22688598979013047;0.28360748723766305
Cambre;15;Coruña, A;15017;1160.0;196.0;5.00746268656716;3.65157480314961;1207.0;199.0;5.23255813953488;3.57142857142857;Galicia;24594.0;24616.0;13188.0;18;34;9359;13034;0.1364877161055505;1356.0;10.282074613284804;8.795875037913255;1.4861995753715498;0.2578101304215954;1406.0;10.661207158022444;9.152259629966636;1.5089475280558082
Cambrils;43;Tarragona;43038;1907.0;345.0;6.68575102880658;6.11420217209691;2014.0;341.0;6.89687752495634;6.28272251308901;Cataluña;34734.0;35064.0;31951.0;1484;2527;173338;273974;4.644612062220275;2252.0;7.04829269819411;5.968514287502739;1.0797784106913713;7.908985634252449;2355.0;7.370661325154142;6.303402084441801;1.0672592407123407
Campana, La;41;Sevilla;41022;7.0;11.0;4.691556399380442;1.957301550567;9.0;12.0;4.939061551348131;2.09831254585473;Andalucía;5238.0;5228.0;2457.0;4;8;2787;1523;0.1628001628001628;18.0;0.7326007326007326;0.2849002849002849;0.4477004477004477;0.3256003256003256;21.0;0.8547008547008547;0.3663003663003663;0.4884004884004884
Campanario;6;Badajoz;6028;23.0;24.0;1.69973524445658;1.25;24.0;22.0;1.69196822594881;1.3160861345883;Extremadura;4854.0;4823.0;3482.0;1;2;1647;2830;0.02871912693854107;47.0;1.3497989661114302;0.6605399195864445;0.6892590465249856;0.05743825387708214;46.0;1.321079839172889;0.6892590465249856;0.6318207926479035
Campanet;7;Balears, Illes;7012;18.0;68.0;4.70588235294118;4.06976744186047;22.0;83.0;4.85294117647059;4.65116279069767;Balears, Illes;2648.0;2684.0;1529.0;187;363;7779;27181;12.23021582733813;86.0;5.624591236102027;1.1772400261608895;4.447351209941138;23.741007194244606;105.0;6.867233485938522;1.4388489208633093;5.428384565075213
Campdevànol;17;Girona;17036;113.0;52.0;4.62434973989596;3.38220404984424;122.0;53.0;4.7080136402387;3.65492601246106;Cataluña;3232.0;3225.0;1797.0;15;22;1431;2436;0.8347245409015025;165.0;9.181969949916528;6.2882582081246525;2.893711741791875;1.2242626599888704;175.0;9.738452977184195;6.789092932665554;2.949360044518642
Campello, el;3;Alicante;3050;1223.0;269.0;6.74738824845566;6.17135565052232;1353.0;258.0;7.08428648255037;6.25;Comunitat Valenciana;28930.0;29013.0;25875.0;1137;2125;127122;187974;4.394202898550724;1492.0;5.766183574879227;4.726570048309179;1.0396135265700484;8.21256038647343;1611.0;6.226086956521739;5.228985507246377;0.9971014492753624
Campillo de Arenas;23;Jaén;23019;1.0;4.0;2.9986543985215848;2.4959153256882165;1.0;6.0;3.146629172627617;2.5276834578041276;Andalucía;1751.0;1743.0;1034.0;0;0;5079;5465;0.0;5.0;0.4835589941972921;0.09671179883945841;0.38684719535783363;0.0;7.0;0.6769825918762089;0.09671179883945841;0.5802707930367504
Campillo, El;21;Huelva;21018;7.0;13.0;4.154469603232021;2.03726453726454;7.0;11.0;4.3132931844605835;3.15605331024906;Andalucía;1118.5;1107.5;1297.0;2;5;1055;356;0.15420200462606015;20.0;1.5420200462606013;0.5397070161912105;1.002313030069391;0.3855050115651503;18.0;1.3878180416345411;0.5397070161912105;0.8481110254433307
Campillo, El;47;Valladolid;47031;416.9107142857143;20.96694214876033;4.356127331794859;3.523327925041939;0.0;0.0;4.556225863716588;3.645270826463254;Castilla y León;1118.5;1107.5;1297.0;2;5;1055;356;0.15420200462606015;437.8776564344746;33.76080620157862;32.144233946469875;1.616572255108738;0.3855050115651503;0.0;0.0;0.0;0.0
Campillos;29;Málaga;29032;35.0;28.0;3.25439266615737;2.4390243902439;41.0;29.0;3.23477280051563;2.78802600120687;Andalucía;8387.0;8301.0;4050.0;9;23;9500;25871;0.2222222222222222;63.0;1.5555555555555556;0.8641975308641975;0.691358024691358;0.5679012345679012;70.0;1.728395061728395;1.0123456790123457;0.7160493827160493
Campo Lameiro;36;Pontevedra;36007;1.0;3.0;4.054355116814367;2.926988937643737;1.0;3.0;4.185609799188884;3.105243304049866;Galicia;1778.0;1769.0;930.0;10;20;1934;2109;1.075268817204301;4.0;0.43010752688172044;0.10752688172043011;0.3225806451612903;2.150537634408602;4.0;0.43010752688172044;0.10752688172043011;0.3225806451612903
Campo Real;28;Madrid;28033;380.0;91.0;6.37175324675325;4.67929124665931;394.0;90.0;6.60377358490566;4.59340659340659;Madrid, Comunidad de;6420.0;6416.0;2997.0;11;20;5413;5405;0.3670337003670337;471.0;15.715715715715715;12.679346012679346;3.0363697030363697;0.667334000667334;484.0;16.149482816149483;13.14647981314648;3.003003003003003
Campo de Criptana;13;Ciudad Real;13028;144.0;75.0;3.53690635132558;2.29262419363116;155.0;85.0;3.7037037037037;2.31047681546786;Castilla-La Mancha;13312.0;13229.0;7211.0;11;28;9613;10483;0.15254472333934266;219.0;3.037026764665095;1.9969491055332131;1.0400776591318819;0.3882956594092359;240.0;3.3282485092220218;2.149493828872556;1.1787546803494662
Camponaraya;24;León;24034;39.0;38.0;3.50923234280792;2.64900662251656;39.0;42.0;3.53535353535354;2.90090743655322;Castilla y León;4097.0;4105.0;2188.0;8;14;1813;1253;0.3656307129798903;77.0;3.519195612431444;1.7824497257769654;1.736745886654479;0.6398537477148081;81.0;3.7020109689213894;1.7824497257769654;1.9195612431444242
Campoo de Enmedio;39;Cantabria;39027;45.0;17.0;4.08182154757497;3.19890208357005;40.0;15.0;4.5708441851147;3.65146058423369;Cantabria;3696.0;3692.0;2205.0;5;10;2285;8709;0.22675736961451248;62.0;2.811791383219955;2.0408163265306123;0.7709750566893424;0.45351473922902497;55.0;2.494331065759637;1.8140589569160999;0.6802721088435374
Campos;7;Balears, Illes;7013;389.0;371.0;5.6772544724352;4.32493016130486;400.0;408.0;5.87137184622953;4.72972972972973;Balears, Illes;11283.0;11425.0;6758.0;745;1394;78537;199347;11.023971589227582;760.0;11.245930748742232;5.756140870079905;5.489789878662326;20.62740455756141;808.0;11.95620005918911;5.9189109203906485;6.037289138798461
Camprodon;17;Girona;17039;95.0;37.0;4.90237666413886;3.46153846153846;101.0;39.0;5.16304347826087;3.66788312462731;Cataluña;2298.0;2435.0;3011.0;62;126;16405;22797;2.0591165725672536;132.0;4.383925606110926;3.155097974094985;1.2288276320159415;4.1846562603786115;140.0;4.649618067087347;3.3543673198273;1.2952507472600465
Canals;46;Valencia/Valéncia;46081;224.0;22.0;3.03594470046083;2.60416666666667;242.0;26.0;3.07740961011989;2.81987577639752;Comunitat Valenciana;13516.0;13257.0;6923.0;2;2;8547;3509;0.02888920988010978;246.0;3.553372815253503;3.235591506572295;0.3177813086812076;0.02888920988010978;268.0;3.8711541239347103;3.495594395493283;0.37555972844142715
Candamo;33;Asturias;33010;795.7258064516129;61.46031746031746;4.443822112060319;3.3448285679763936;0.0;18.0;4.55918241867835;3.52566752799311;Asturias, Principado de;1969.0;1967.0;1052.0;13;22;159;910;1.2357414448669202;857.1861239119304;81.48157071406182;75.63933521403165;5.842235500030177;2.091254752851711;18.0;1.7110266159695817;0.0;1.7110266159695817
Candelaria;38;Santa Cruz de Tenerife;38011;1685.0;211.0;7.78896103896104;5.07070806962025;1736.0;214.0;8.06811575168549;5.06571294535117;Canarias;28383.0;28463.0;14077.0;256;461;44824;53187;1.8185692974355332;1896.0;13.468778859131918;11.969879946011224;1.4988989131206933;3.274845492647581;1950.0;13.852383320309725;12.33217304823471;1.520210272075016
Candeleda;5;Ávila;5047;97.0;43.0;3.32427536231884;3.25757575757576;102.0;44.0;3.38823897871034;3.12157575757576;Castilla y León;5025.0;5049.0;5238.0;79;170;6165;9100;1.508209240168003;140.0;2.6727758686521574;1.8518518518518519;0.8209240168003055;3.245513554791905;146.0;2.787323405880107;1.9473081328751431;0.8400152730049637
Canet d'En Berenguer;46;Valencia/Valéncia;46082;381.0;36.0;6.2975434742177;4.56315789473684;400.0;38.0;6.52173913043478;4.8780487804878;Comunitat Valenciana;6765.0;6812.0;9144.0;161;309;10909;9828;1.7607174103237095;417.0;4.560367454068241;4.166666666666667;0.3937007874015748;3.379265091863517;438.0;4.79002624671916;4.374453193350831;0.41557305336832895
Canet de Mar;8;Barcelona;8040;919.0;181.0;7.15074995309128;5.69178628389155;956.0;190.0;7.46982117200328;5.90365368759449;Cataluña;14865.0;14810.0;7679.0;144;235;14095;18853;1.8752441724182836;1100.0;14.324781872639667;11.967704128141685;2.3570777444979814;3.060294309154838;1146.0;14.923818205495508;12.449537700221383;2.474280505274124
Cangas;36;Pontevedra;36008;952.0;161.0;4.86486486486486;3.62977602108037;978.0;167.0;5.0;3.55555555555556;Galicia;26582.0;26708.0;14891.0;252;504;24463;40439;1.692297360821973;1113.0;7.474313343630381;6.393123363105231;1.0811899805251495;3.384594721643946;1145.0;7.689208246591901;6.567725471761467;1.1214827748304346
Cangas de Onís;33;Asturias;33012;306.0;55.0;4.51612903225806;3.5;322.0;60.0;4.76190476190476;3.61095558044046;Asturias, Principado de;6209.0;6195.0;3900.0;252;528;15057;29597;6.461538461538462;361.0;9.256410256410257;7.846153846153846;1.4102564102564104;13.538461538461538;382.0;9.794871794871796;8.256410256410257;1.5384615384615385
Cangas del Narcea;33;Asturias;33011;315.0;36.0;4.26434786978226;2.882797731569;340.0;38.0;4.38810440735986;3.2536231884058;Asturias, Principado de;12124.0;11966.0;7309.0;35;64;9940;9354;0.47886167738404706;351.0;4.802298536051444;4.309755096456423;0.49254343959501984;0.8756327815022575;378.0;5.171706115747709;4.651799151730743;0.5199069640169653
Caniles;18;Granada;18039;13.0;6.0;2.07305372807018;3.1980922242513095;12.0;6.0;2.27573651108904;3.2762375705642435;Andalucía;4021.0;4038.0;2412.0;3;5;3020;2871;0.12437810945273632;19.0;0.7877280265339967;0.538971807628524;0.24875621890547264;0.20729684908789386;18.0;0.746268656716418;0.4975124378109453;0.24875621890547264
Canonja, La;43;Tarragona;43907;165.0;33.0;4.70506483238457;3.72097603897797;168.0;32.0;4.74841772151899;3.65541000867088;Cataluña;5956.0;5933.0;2338.0;2;6;9547;14245;0.0855431993156544;198.0;8.468776732249786;7.057313943541488;1.4114627887082978;0.2566295979469632;200.0;8.554319931565441;7.18562874251497;1.3686911890504705
Canovelles;8;Barcelona;8041;602.0;77.0;6.72617965367965;4.80250050560207;609.0;83.0;6.9546875;4.97495567375887;Cataluña;16829.0;16872.0;6702.0;7;14;4565;6756;0.10444643390032826;679.0;10.131304088331841;8.982393315428231;1.1489107729036108;0.20889286780065652;692.0;10.32527603700388;9.086839749328558;1.2384362876753208
Cantalejo;40;Segovia;40040;125.0;55.0;3.58032751180589;3.11493061202364;128.0;52.0;3.56431545694872;3.02515394446381;Castilla y León;3562.0;3522.0;2551.0;7;12;3044;2668;0.27440219521756176;180.0;7.056056448451588;4.900039200313603;2.156017248137985;0.47040376323010585;180.0;7.056056448451588;5.017640141121129;2.0384163073304586
Cantillana;41;Sevilla;41023;39.0;53.0;3.06317873000588;3.02172246376812;48.0;56.0;3.25823804458627;3.11463844797178;Andalucía;10736.0;10755.0;4015.0;3;2;3801;5441;0.074719800747198;92.0;2.291407222914072;0.9713574097135741;1.320049813200498;0.049813200498132;104.0;2.5902864259028644;1.195516811955168;1.3947696139476962
Cantoria;4;Almería;4031;3.0;19.0;3.829131219982755;4.25288939385983;2.0;26.0;3.9958436248950124;3.45319640292466;Andalucía;3365.0;3547.0;2513.0;6;19;8281;11837;0.238758456028651;22.0;0.8754476721050537;0.1193792280143255;0.7560684440907283;0.7560684440907283;28.0;1.1142061281337048;0.07958615200955034;1.0346199761241544
Canyelles;8;Barcelona;8043;12.0;129.0;7.11534188034188;5.99352750809062;13.0;124.0;7.69230769230769;6.55282279946258;Cataluña;4699.0;4886.0;2392.0;58;106;8055;9649;2.4247491638795986;141.0;5.894648829431438;0.5016722408026756;5.392976588628763;4.431438127090301;137.0;5.7274247491638794;0.5434782608695652;5.183946488294314
Capdepera;7;Balears, Illes;7014;400.0;221.0;6.66666666666667;4.52690978074414;422.0;221.0;6.89499055436128;4.94028283302676;Balears, Illes;12158.0;12003.0;7224.0;660;1283;198858;631327;9.136212624584717;621.0;8.596345514950166;5.537098560354374;3.0592469545957917;17.760243632336657;643.0;8.900885935769656;5.8416389811738645;3.0592469545957917
Caravaca de la Cruz;30;Murcia;30015;405.0;51.0;3.09278350515464;2.00288377919506;453.0;50.0;3.21428571428571;2.68505619021083;Murcia, Región de;25688.0;25611.0;14039.0;46;80;22290;23857;0.32765866514709024;456.0;3.248094593632025;2.884820856186338;0.36327373744568703;0.5698411567775482;503.0;3.582876273238835;3.226725550252867;0.35615072298596767
Carbajosa de la Sagrada;37;Salamanca;37085;301.0;29.0;4.2752663385425;4.06544012610216;319.0;24.0;4.36781609195402;4.12067919951486;Castilla y León;7251.0;7368.0;2999.0;5;16;7699;13450;0.16672224074691563;330.0;11.003667889296432;10.036678892964321;0.9669889963321107;0.5335111703901301;343.0;11.437145715238414;10.636878959653219;0.8002667555851951
Carballedo;27;Lugo;27009;2.0;3.0;2.7938783308985915;2.009788261752163;2.0;7.0;2.8216744173774844;2.2057685839005488;Galicia;2139.0;2123.0;1607.0;8;14;2887;733;0.49782202862476665;5.0;0.3111387678904792;0.12445550715619166;0.18668326073428748;0.8711885500933416;9.0;0.5600497822028625;0.12445550715619166;0.4355942750466708
Carballiño, O;32;Ourense;32019;451.0;19.0;2.99350649350649;2.2574508560558;503.0;25.0;3.125;2.80898876404494;Galicia;14089.0;13911.0;10923.0;8;17;12512;11522;0.07323995239403094;470.0;4.302847203149318;4.128902316213495;0.1739448869358235;0.15563489883731577;528.0;4.833836858006042;4.604962006774696;0.2288748512313467
Carballo;15;Coruña, A;15019;1102.0;93.0;2.96296296296296;2.65071077571078;1143.0;104.0;3.07692307692308;2.90579710144928;Galicia;31429.0;31414.0;18106.0;66;150;19278;24600;0.3645200486026732;1195.0;6.600022092124158;6.086380205456755;0.5136418866674031;0.8284546559151662;1247.0;6.887219706174749;6.3128244780735665;0.5743952281011819
Carboneras;4;Almería;4032;114.0;57.0;4.52054794520548;3.85572139303483;135.0;64.0;4.41176470588235;3.94080557124035;Andalucía;8105.0;8183.0;6464.0;183;374;26604;32646;2.8310643564356437;171.0;2.645420792079208;1.7636138613861385;0.8818069306930693;5.785891089108911;199.0;3.078589108910891;2.088490099009901;0.9900990099009901
Carbonero el Mayor;40;Segovia;40043;42.0;20.0;3.14285714285714;2.55811369509044;42.0;21.0;3.08673469387755;2.55813953488372;Castilla y León;2494.0;2502.0;1532.0;0;2;2110;1452;0.0;62.0;4.046997389033942;2.741514360313316;1.3054830287206267;0.13054830287206268;63.0;4.1122715404699735;2.741514360313316;1.370757180156658
Carcabuey;14;Córdoba;14015;9.0;9.0;3.3131299823142126;2.623066997413026;10.0;9.0;2.46246246246246;2.7032598275321136;Andalucía;2371.0;2374.0;1484.0;12;21;1244;2185;0.8086253369272237;18.0;1.2129380053908356;0.6064690026954178;0.6064690026954178;1.4150943396226414;19.0;1.280323450134771;0.6738544474393531;0.6064690026954178
Carcaixent;46;Valencia/Valéncia;46083;374.0;84.0;3.47826086956522;2.7906976744186;433.0;91.0;3.5702951443986;2.91954621910195;Comunitat Valenciana;20436.0;20494.0;11973.0;11;20;13298;9828;0.0918733817756619;458.0;3.825273532113923;3.123694980372505;0.7015785517414181;0.16704251231938527;524.0;4.376513822767895;3.6164703917146914;0.760043431053203
Cardedeu;8;Barcelona;8046;997.0;297.0;7.53892739273927;5.62399299034271;1026.0;306.0;7.81714569408118;5.99887864271457;Cataluña;18424.0;18609.0;7518.0;15;28;42830;44337;0.19952114924181963;1294.0;17.21202447459431;13.261505719606278;3.9505187549880287;0.37243947858473;1332.0;17.717478052673584;13.647246608140463;4.07023144453312
Cardona;8;Barcelona;8047;125.0;51.0;3.48831845238095;1.71780633376867;126.0;53.0;3.59607656120761;1.86769230769231;Cataluña;4639.0;4593.0;2648.0;21;46;6292;8381;0.7930513595166163;176.0;6.646525679758308;4.720543806646526;1.9259818731117824;1.7371601208459215;179.0;6.759818731117825;4.758308157099698;2.001510574018127
Cariñena;50;Zaragoza;50073;139.0;43.0;3.57264915535592;2.55459001782531;141.0;47.0;3.73015873015873;2.7972027972028;Aragón;3355.0;3370.0;1777.0;3;4;5046;10006;0.16882386043894204;182.0;10.24198086662915;7.822172200337648;2.4198086662915026;0.22509848058525606;188.0;10.579628587507035;7.934721440630276;2.6449071468767587
Cariño;15;Coruña, A;15901;60.0;15.0;2.40384615384615;1.44642857142857;63.0;14.0;2.58620689655172;2.09515774403027;Galicia;3775.0;3763.0;3443.0;55;111;1799;2209;1.597444089456869;75.0;2.178332849259367;1.7426662794074934;0.43566656985187335;3.223932616903863;77.0;2.236421725239617;1.8297995933778681;0.40662213186174845
Carlet;46;Valencia/Valéncia;46085;327.0;33.0;3.29334918957012;2.74964838255978;382.0;45.0;3.39454177897574;2.81727102919156;Comunitat Valenciana;15740.0;15851.0;6510.0;2;4;11520;16421;0.030721966205837174;360.0;5.529953917050691;5.023041474654378;0.5069124423963134;0.06144393241167435;427.0;6.559139784946237;5.8678955453149;0.6912442396313364
Carlota, La;14;Córdoba;14017;108.0;53.0;3.14028314028314;3.0819345345037;101.0;55.0;3.14641744548287;2.85714285714286;Andalucía;14079.0;14228.0;7263.0;6;12;7578;8054;0.08261049153242461;161.0;2.2167148561200607;1.486988847583643;0.7297260085364174;0.16522098306484923;156.0;2.14787277984304;1.3906099407958143;0.7572628390472257
Carmona;41;Sevilla;41024;193.0;165.0;4.32265136140707;3.28205128205128;206.0;167.0;4.52156563083715;3.515625;Andalucía;28834.0;29123.0;14878.0;49;88;33595;43248;0.3293453421158758;358.0;2.406237397499664;1.2972173679257966;1.1090200295738675;0.5914773491060626;373.0;2.5070574001881973;1.3845947035891921;1.1224626965990052
Carnota;15;Coruña, A;15020;19.0;16.0;2.80623928133932;1.5;17.0;16.0;2.62860759493671;1.8070987654321;Galicia;3899.0;3854.0;3449.0;236;489;2329;9779;6.842563061757031;35.0;1.0147868947521022;0.5508843142939983;0.4639025804581038;14.178022615250798;33.0;0.9567990721948391;0.4928964917367353;0.4639025804581038
Carolina, La;23;Jaén;23024;128.0;68.0;2.85029761904762;2.80898876404494;139.0;69.0;2.98327962262388;2.9126213592233;Andalucía;15160.0;15048.0;7538.0;0;0;8327;12297;0.0;196.0;2.6001591934200055;1.6980631467232687;0.9020960466967365;0.0;208.0;2.7593526134253117;1.8439904483947998;0.915362165030512
Carpio de Tajo, El;45;Toledo;45037;4.0;12.0;3.8682028147452034;1.73387096774194;3.0;10.0;4.157687290851066;2.38638995362274;Castilla-La Mancha;1816.0;1817.0;1616.0;0;0;279;478;0.0;16.0;0.9900990099009901;0.24752475247524752;0.7425742574257426;0.0;13.0;0.8044554455445545;0.18564356435643564;0.6188118811881188
Carpio, El;14;Córdoba;14018;16.0;15.0;3.05343511450382;2.3467678360268;15.0;21.0;3.05410520422569;2.90879574970484;Andalucía;4363.0;4382.0;2278.0;1;2;65;1033;0.043898156277436345;31.0;1.3608428446005267;0.7023705004389815;0.6584723441615452;0.08779631255487269;36.0;1.5803336259877085;0.6584723441615452;0.9218612818261633
Carracedelo;24;León;24038;3.0;16.0;3.451941250904253;4.14027149321267;2.0;20.0;3.5678083635732585;3.47105330387311;Castilla y León;3364.0;3403.0;1763.0;7;14;518;1666;0.3970504821327283;19.0;1.0777084515031197;0.17016449234259784;0.9075439591605219;0.7941009642654566;22.0;1.2478729438457175;0.11344299489506524;1.1344299489506522
Carral;15;Coruña, A;15021;246.0;63.0;3.88888888888889;3.57142857142857;269.0;62.0;3.93617021276596;3.69516982420208;Galicia;6473.0;6574.0;4055.0;7;8;2929;2943;0.17262638717632553;309.0;7.620221948212084;6.066584463625154;1.5536374845869296;0.19728729963008632;331.0;8.162762022194821;6.633785450061652;1.528976572133169
Carranque;45;Toledo;45038;24.0;134.0;4.83870967741935;4.52380952380952;25.0;138.0;5.47945205479452;4.80384615384615;Castilla-La Mancha;4953.0;5022.0;2531.0;6;13;2750;2414;0.2370604504148558;158.0;6.242591860924536;0.9482418016594232;5.2943500592651125;0.5136309758988542;163.0;6.4401422362702485;0.9877518767285658;5.452390359541683
Carreño;33;Asturias;33014;433.0;83.0;4.96054709279172;3.72579590060115;462.0;76.0;4.92747529955855;3.63928157674185;Asturias, Principado de;10301.0;10288.0;6184.0;42;86;11997;15415;0.6791720569210866;516.0;8.34411384217335;7.001940491591203;1.3421733505821474;1.3906856403622252;538.0;8.69987063389392;7.4708926261319535;1.2289780077619663
Carrizo;24;León;24039;59.0;16.0;2.40436768484156;1.48571428571429;63.0;18.0;2.57142857142857;1.95344129554656;Castilla y León;2224.0;2266.0;1873.0;2;6;315;103;0.10678056593699947;75.0;4.00427122263748;3.1500266951414844;0.8542445274959958;0.3203416978109984;81.0;4.3246129204484784;3.363587827015483;0.9610250934329952
Carrión de Calatrava;13;Ciudad Real;13031;17.0;29.0;3.35585585585586;2.66904466501241;18.0;28.0;3.40560709963695;2.91823603264281;Castilla-La Mancha;3099.0;3086.0;1638.0;2;5;273;441;0.1221001221001221;46.0;2.808302808302808;1.037851037851038;1.7704517704517704;0.3052503052503053;46.0;2.808302808302808;1.098901098901099;1.7094017094017093
Carrión de los Condes;34;Palencia;34047;36.0;9.0;3.08641975308642;3.29170203546413;37.0;9.0;3.21794871794872;3.3804530394102783;Castilla y León;2035.0;2011.0;1675.0;2;4;7006;6793;0.11940298507462686;45.0;2.6865671641791047;2.1492537313432836;0.5373134328358209;0.23880597014925373;46.0;2.746268656716418;2.208955223880597;0.5373134328358209
Carrión de los Céspedes;41;Sevilla;41025;4.0;29.0;4.691556399380442;2.7597970072366;6.0;27.0;4.939061551348131;2.77777777777778;Andalucía;2547.0;2587.0;1261.0;0;0;568;498;0.0;33.0;2.6169706582077716;0.317208564631245;2.2997620935765264;0.0;33.0;2.6169706582077716;0.47581284694686754;2.141157811260904
Cartagena;30;Murcia;30016;5836.0;2037.0;4.5;3.85593060045395;6045.0;2134.0;4.6875;3.98545977273418;Murcia, Región de;216108.0;216365.0;114500.0;1462;2737;404899;465636;1.2768558951965066;7873.0;6.875982532751092;5.096943231441048;1.7790393013100436;2.3903930131004367;8179.0;7.143231441048035;5.279475982532751;1.8637554585152838
Cartaya;21;Huelva;21021;288.0;130.0;4.0983606557377;4.15853658536585;309.0;122.0;4.23913043478261;4.34563021519543;Andalucía;20083.0;20314.0;11964.0;206;421;59206;74628;1.721832163156135;418.0;3.493814777666332;2.407221664994985;1.0865931126713473;3.518890003343363;431.0;3.602474088933467;2.5827482447342027;1.0197258441992645
Cartelle;32;Ourense;32020;2.0;5.0;2.9538530040415756;2.7393533485051367;2.0;7.0;3.0485302148776534;2.9186549988965313;Galicia;2589.0;2570.0;2454.0;0;0;367;1980;0.0;7.0;0.2852485737571312;0.08149959250203749;0.20374898125509372;0.0;9.0;0.36674816625916873;0.08149959250203749;0.2852485737571312
Cartes;39;Cantabria;39018;226.0;66.0;5.47448894798072;4.8780487804878;235.0;62.0;5.79710144927536;5.04800140542328;Cantabria;5731.0;5750.0;2950.0;27;71;1518;4554;0.9152542372881356;292.0;9.898305084745763;7.661016949152542;2.23728813559322;2.406779661016949;297.0;10.067796610169491;7.966101694915254;2.1016949152542375
Casabermeja;29;Málaga;29039;15.0;38.0;4.376026272578;2.77777777777778;15.0;36.0;3.80952380952381;3.07460521906677;Andalucía;3629.0;3712.0;1717.0;16;33;15084;7562;0.9318578916715201;53.0;3.0867792661619102;0.8736167734420501;2.21316249271986;1.9219569015725102;51.0;2.9702970297029703;0.8736167734420501;2.09668025626092
Casar de Cáceres;10;Cáceres;10049;50.0;24.0;2.89320066334992;2.64867574126833;57.0;29.0;3.01204819277108;2.60142543859649;Extremadura;4499.0;4516.0;2844.0;10;22;5699;4451;0.35161744022503516;74.0;2.60196905766526;1.7580872011251758;0.8438818565400844;0.7735583684950773;86.0;3.0239099859353025;2.0042194092827006;1.0196905766526019
Casar de Escalona, El;45;Toledo;45040;2.0;28.0;3.8682028147452034;3.93258426966292;6.0;29.0;4.157687290851066;3.68421052631579;Castilla-La Mancha;1718.0;1791.0;3121.0;3;3;2260;256;0.09612303748798462;30.0;0.9612303748798462;0.06408202499198974;0.8971483498878564;0.09612303748798462;35.0;1.1214354373598205;0.19224607497596924;0.9291893623838513
Casar, El;19;Guadalajara;19071;212.0;316.0;6.10526315789474;5.27777777777778;231.0;310.0;6.44067796610169;5.39163556241355;Castilla-La Mancha;12415.0;12710.0;6292.0;7;15;11283;4760;0.11125238397965671;528.0;8.391608391608392;3.3693579148124604;5.022250476795931;0.23839796567069294;541.0;8.598219961856325;3.6713286713286712;4.926891290527654
Casarabonela;29;Málaga;29040;4.0;6.0;5.543101159280062;4.114649766063258;6.0;6.0;5.801511378442833;4.285825677766587;Andalucía;2514.0;2532.0;1598.0;23;55;8684;6674;1.4392991239048811;10.0;0.6257822277847309;0.2503128911138924;0.37546933667083854;3.44180225281602;12.0;0.7509386733416771;0.37546933667083854;0.37546933667083854
Casares;29;Málaga;29041;108.0;82.0;6.61993769470405;8.13953488372093;173.0;29.0;7.92682926829268;4.22535211267606;Andalucía;6883.0;7342.0;3563.0;450;872;42501;73734;12.629806342969408;190.0;5.332584900364861;3.0311535223126578;2.3014313780522033;24.47375806904294;202.0;5.669379736177379;4.855458882963794;0.8139208532135841
Casariche;41;Sevilla;41026;472.49411764705883;9.0;4.691556399380442;3.484119177076676;0.0;13.0;4.939061551348131;2.16450216450216;Andalucía;5429.0;5384.0;2726.0;2;3;1863;726;0.07336757153338225;481.49411764705883;17.663027059686677;17.332872987786455;0.3301540719002201;0.11005135730007337;13.0;0.4768892149669846;0.0;0.4768892149669846
